"","x"
"117",0.624758450489721
"118",0.636862532536207
"119",1.33026972129206
"120",1.53778097559331
"121",0.852970455386421
"122",0.922396664801072
"123",0.851166510813674
"124",0.820881597676918
"125",0.878825454904325
"126",0.683368680926151
"127",1.21000211205102
"128",0.288196397673356
"129",0.932932468750447
"130",0.460851927517734
"131",0.971601762274188
"132",0.667799862461037
"133",0.601607421957709
"134",0.968922785870182
"135",0.406070543298747
"136",1.47558319404965
"137",1.13468971588418
"138",1.28454591070788
"139",0.992396691400736
"140",0.870124891850547
"141",0.25500930760924
"142",0.910582468247935
"143",1.14682872244427
"144",0.449530350137466
"145",1.15022299442755
"146",0.750405563650891
"147",0.921538326457301
"148",0.82053767239335
"149",1.25732450021496
"150",0.398958268480602
"151",0.769614018100174
"152",0.328570660817962
"153",1.1828511196797
"154",0.995262595404775
"155",0.810706408992926
"156",1.40308060937819
"157",1.14272656159554
"158",1.01157972884847
"159",0.535554101732533
"160",1.08139910921817
"161",1.08739266145312
"162",0.993301717072385
"163",0.565470714228483
"164",1.03040370288497
"165",1.34079119305377
"166",0.891161586946502
"167",0.414273899174236
"168",1.07411544057085
"169",1.52228830050202
"170",0.761970416683232
"171",1.13789537359324
"172",0.672123434204481
"173",0.312955695959164
"174",0.640251691405341
"175",1.18874233318397
"176",0.435481458318067
"177",0.438177602650652
"178",0.988240290487867
"179",0.914530109071256
"180",0.457445196252019
"181",0.939158135092951
"182",1.0849976355913
"183",0.618619336841928
"184",0.784757284261435
"185",0.629977312774022
"186",0.97911813976503
"187",0.750526179426013
"188",0.891108655085358
"189",1.06102529356222
"190",0.748592328442928
"191",0.630780392186143
"192",0.348087020544482
"193",0.722752452535536
"194",0.852031116330844
"195",0.47511957735348
"196",0.997820564843439
"197",0.591179687018927
"198",0.883762682811105
"199",0.430708935522193
"200",1.3971238293051
"201",0.691124042655173
"202",0.985706941474553
"203",1.3218260446661
"204",1.07770154721088
"205",1.53666311846141
"206",0.9860901968962
"207",1.09328372100588
"208",0.851285701167383
"209",0.331385767072607
"210",1.4814748199327
"211",1.40668230861908
"212",1.15022837028333
"213",0.521385764439306
"214",0.284353314433247
"215",0.299946546554565
"216",0.893354951155309
"217",0.320983223169795
"218",0.393294723511746
"219",0.470844259718433
"220",1.45891699235072
"221",0.723423215537353
"222",1.01204752588957
"223",1.03924207879463
"224",0.354023679781383
"225",1.27237757134661
"226",1.24569286413995
"227",1.4625047581866
"228",0.69663801155999
"229",1.16537065498135
"230",1.40239127721245
"231",1.22530122541833
"232",0.77026946404039
"233",0.431725874070981
"234",0.816323425915924
"235",0.668922308389085
"236",0.686233435459331
"237",0.903596748904155
"238",0.873463358139125
"239",0.64096580388473
"240",0.422801589505169
"241",0.665503272727581
"242",1.01053890755677
"243",0.776915203977117
"244",0.750459991788723
"245",0.434389442676889
"246",1.25751445982326
"247",0.167803114149922
"248",0.818071082549368
"249",0.752215693883949
"250",0.783826420505518
"251",0.788730870613107
"252",1.01497515878242
"253",0.11622050544247
"254",0.662383678073363
"255",0.90338293072544
"256",0.21748983176068
"257",0.803619445224098
"258",0.605028718363227
"259",0.75921485206179
"260",1.35954581240891
"261",1.15634421710726
"262",0.909038167688523
"263",0.565402285587072
"264",0.549177164639758
"265",0.492994029221057
"266",0.521731898143994
"267",0.851240417216029
"268",0.565834783788721
"269",0.648108610906628
"270",0.891757559634479
"271",0.911728545052511
"272",0.929393844245861
"273",0.755124672430471
"274",1.1303999037605
"275",0.701010763442608
"276",0.627035273290131
"277",1.29019984669297
"278",0.357939628200651
"279",0.894766083169119
"280",1.29862035968301
"281",0.383053200785071
"282",0.861218447669194
"283",0.74748509333797
"284",0.60281934228584
"285",0.442529493538248
"286",0.820142609458512
"287",1.22140512840631
"288",0.485289933577658
"289",0.93985589000581
"290",1.01383539359519
"291",1.28797086927778
"292",0.543463917161936
"293",1.18231780796027
"294",0.425694280900803
"295",0.730159808440922
"296",0.904377254437822
"297",0.67098989043104
"298",0.649621793080157
"299",0.639269955136404
"300",1.0302785427028
"301",0.688884018210966
"302",0.608336028393512
"303",0.868693195754757
"304",0.827425620242774
"305",1.33076857267718
"306",1.21472520786639
"307",0.338500144294196
"308",0.518784462910329
"309",0.785685473882307
"310",0.689677812769074
"311",0.857837967337866
"312",0.945419794647023
"313",1.14016869567683
"314",0.668266143111397
"315",1.30292076639593
"316",0.748771882606624
"317",1.20583804087905
"318",0.698616681972306
"319",0.586322233662611
"320",0.511424040288195
"321",0.213562407142863
"322",0.504447959180216
"323",0.701757606147168
"324",0.721047584826352
"325",0.824259178128467
"326",0.762797209612576
"327",1.05785666266017
"328",0.797975290741042
"329",1.1679938407994
"330",0.467848110480712
"331",0.76372411725074
"332",1.07662165679435
"333",0.435200504753822
"334",0.448400128708722
"335",1.00165048252831
"336",1.02846694732645
"337",1.29966385531707
"338",1.00519388205979
"339",0.859547002920827
"340",0.405803043159057
"341",0.904512413100106
"342",0.889502413668617
"343",1.39041605970739
"344",0.537235021753882
"345",1.45933366503551
"346",0.822201182354735
"347",1.15027273049367
"348",0.726587818838882
"349",0.71985149125361
"350",0.659638819122958
"351",0.518709224995569
"352",1.18532206137485
"353",0.51736969557993
"354",0.544819272523707
"355",0.459454124161019
"356",0.308565644825644
"357",1.05093723244762
"358",0.875835031981156
"359",0.964374042242686
"360",1.25431217809586
"361",0.327948920237578
"362",0.304483911401647
"363",0.677191300706195
"364",0.88502818469034
"365",0.688087238528725
"366",1.40543171850142
"367",0.865299021250709
"368",0.811356676757354
"369",0.499589187239484
"370",0.832416713822484
"371",1.0082574743767
"372",0.691117338532394
"373",0.615477994830345
"374",0.382955791422611
"375",0.56506684740948
"376",0.991983740372431
"377",0.876518221061541
"378",0.634465649446012
"379",0.873401450191059
"380",0.833906200642316
"381",0.635338891994132
"382",0.943986631464213
"383",1.56166886024327
"384",0.717511953548672
"385",1.27201412236019
"386",0.877635336406665
"387",1.26438920964996
"388",0.852735395941958
"389",0.950562924433161
"390",0.996456932973833
"391",0.967439291574453
"392",1.05156446062028
"393",1.25330233563133
"394",1.38308288051162
"395",0.547923547302815
"396",1.57893502476768
"397",0.898761847267202
"398",0.657410033633274
"399",1.30087680831739
"400",0.824679837019211
"401",0.808709489891675
"402",0.973649407046117
"403",0.465690876918468
"404",0.624599539686716
"405",0.875047041988714
"406",0.967319978261361
"407",1.04338725921104
"408",0.436517679881808
"409",0.830160238320512
"410",1.00709911114266
"411",0.832484650723902
"412",1.3265553053794
"413",0.931577472920252
"414",0.975924242442782
"415",0.763308248747436
"416",1.30239428881281
"417",0.896069053559786
"418",0.651585755455427
"419",0.618407071108966
"420",0.887183514119111
"421",0.286662841468566
"422",0.802389287178106
"423",0.327678665221304
"424",0.392024095747834
"425",0.665520251939757
"426",0.539362169494401
"427",0.741684261883492
"428",1.09554376633385
"429",0.766502866567425
"430",0.775809377876049
"431",0.73870276855054
"432",0.760263161627521
"433",0.579146291034355
"434",1.23122688949383
"435",1.03372128703015
"436",0.841264055089843
"437",0.678758395637698
"438",0.670846947587464
"439",1.12352798821656
"440",1.12399219692935
"441",0.594544109946049
"442",0.426759766225788
"443",0.661166593585767
"444",0.9650741444076
"445",0.821419672456809
"446",0.738303236943475
"447",0.815765926073959
"448",0.961809080282376
"449",0.741926781227129
"450",0.480811465318761
"451",1.00047355972988
"452",0.762084979743376
"453",0.860512708121617
"454",1.10918910716384
"455",0.706313748286261
"456",0.255270551108119
"457",0.815119892501262
"458",0.896160975140677
"459",0.535513132842148
"460",0.634709311498405
"461",1.11227489712218
"462",0.853817377366157
"463",0.933997570995796
"464",0.819472516419962
"465",0.297003767652161
"466",0.846976522416824
"467",1.04262018544777
"468",0.875332962488756
"469",1.15039799239548
"470",0.606086698057764
"471",1.15355424872983
"472",0.281612230580508
"473",0.949970339109032
"474",0.881060217930173
"475",1.2432464478154
"476",1.1116846914997
"477",0.598899367311252
"478",0.875337601295592
"479",0.858542577580259
"480",0.638894649268155
"481",1.13891725153488
"482",0.779899631363316
"483",0.894293137979478
"484",1.51125953399625
"485",1.00644785874958
"486",0.996583884267154
"487",0.572284881531744
"488",1.8544177587106
"489",0.609359481130758
"490",0.956618147131738
"491",1.05211541945827
"492",0.622548882146021
"493",0.502202476354193
"494",0.894646314094557
"495",0.555672642515386
"496",1.06593578509752
"497",0.554093267085945
"498",1.01818282000068
"499",0.729324222869893
"500",1.33187232178628
